[0.000000] (-) TimerEvent: {}
[0.000144] (two_wheeled_robot) JobQueued: {'identifier': 'two_wheeled_robot', 'dependencies': OrderedDict()}
[0.359293] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/materials/textures/aws_robomaker_warehouse_ShelfE_02.png\n'}
[0.359328] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/materials/textures/aws_robomaker_warehouse_ShelfE_04.png\n'}
[0.359364] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/materials/textures/aws_robomaker_warehouse_ShelfE_03.png\n'}
[0.359399] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/meshes\n'}
[0.359437] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/meshes/aws_robomaker_warehouse_ShelfE_01_visual.DAE\n'}
[0.359472] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfE_01/meshes/aws_robomaker_warehouse_ShelfE_01_collision.DAE\n'}
[0.359507] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_15x30\n'}
[0.359543] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_15x30/model.sdf\n'}
[0.359578] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_15x30/model.config\n'}
[0.359612] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01\n'}
[0.359647] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/model.sdf\n'}
[0.359681] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/model.config\n'}
[0.359717] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/materials\n'}
[0.359751] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/materials/textures\n'}
[0.359786] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/materials/textures/aws_robomaker_warehouse_GroundB_01.png\n'}
[0.359821] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/materials/textures/aws_robomaker_warehouse_GroundB_02.png\n'}
[0.359856] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/meshes\n'}
[0.359890] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/meshes/aws_robomaker_warehouse_GroundB_01_collision.DAE\n'}
[0.359925] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_GroundB_01/meshes/aws_robomaker_warehouse_GroundB_01_visual.DAE\n'}
[0.359960] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door\n'}
[0.359995] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/model.sdf\n'}
[0.360029] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/model.config\n'}
[0.360064] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/materials\n'}
[0.360101] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/materials/textures\n'}
[0.360135] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/materials/textures/door.jpg\n'}
[0.360175] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/materials/scripts\n'}
[0.360209] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/door/materials/scripts/door.material\n'}
[0.360244] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_2_single\n'}
[0.360280] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_2_single/model.sdf\n'}
[0.360315] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_2_single/model.config\n'}
[0.360350] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_2_single/meshes\n'}
[0.360384] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_2_single/meshes/leaf2.dae\n'}
[0.360419] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/window\n'}
[0.360455] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/window/model.sdf\n'}
[0.360489] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/window/model.config\n'}
[0.360527] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01\n'}
[0.360563] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/model.sdf\n'}
[0.360611] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/.DS_Store\n'}
[0.360646] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/model.config\n'}
[0.360681] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/materials\n'}
[0.360715] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/materials/.DS_Store\n'}
[0.360748] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/materials/textures\n'}
[0.360784] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/materials/textures/aws_robomaker_warehouse_Bucket_01.png\n'}
[0.360822] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/meshes\n'}
[0.360857] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/meshes/aws_robomaker_warehouse_Bucket_01_visual.DAE\n'}
[0.360892] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_Bucket_01/meshes/aws_robomaker_warehouse_Bucket_01_collision.DAE\n'}
[0.360926] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_3\n'}
[0.360960] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_3/model.sdf\n'}
[0.360995] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_3/model.config\n'}
[0.361029] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_3/meshes\n'}
[0.361064] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_3/meshes/plant.dae\n'}
[0.361099] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light\n'}
[0.361139] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/model.sdf\n'}
[0.361173] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/model.config\n'}
[0.361207] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/meshes\n'}
[0.361241] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/meshes/body.dae\n'}
[0.361276] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/meshes/lens.dae\n'}
[0.361311] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/meshes/model.dae\n'}
[0.361346] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/light/meshes/handle.dae\n'}
[0.361380] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2\n'}
[0.361414] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/model.sdf\n'}
[0.361448] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/model.config\n'}
[0.361483] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/materials\n'}
[0.361523] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/materials/textures\n'}
[0.361558] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/materials/textures/labtop_screen2.jpg\n'}
[0.361593] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/materials/scripts\n'}
[0.361627] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/materials/scripts/labtop_screen_2.material\n'}
[0.361663] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/meshes\n'}
[0.361699] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/meshes/screen.dae\n'}
[0.361733] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/meshes/body.dae\n'}
[0.361767] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/meshes/keys.dae\n'}
[0.361801] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/labtop_mac_2/meshes/labtop.dae\n'}
[0.361835] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01\n'}
[0.361869] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/model.sdf\n'}
[0.361904] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/model.config\n'}
[0.361938] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/materials\n'}
[0.361971] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/materials/textures\n'}
[0.362006] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_03.png\n'}
[0.362045] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_01.png\n'}
[0.362090] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_02.png\n'}
[0.362127] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/meshes\n'}
[0.362164] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_visual.DAE\n'}
[0.362204] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_collision.DAE\n'}
[0.362240] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_1_single\n'}
[0.362276] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_1_single/model.sdf\n'}
[0.362311] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_1_single/model.config\n'}
[0.362346] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_1_single/meshes\n'}
[0.362384] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/plant_1_single/meshes/leaf.dae\n'}
[0.362420] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_24x15W\n'}
[0.362455] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_24x15W/model.sdf\n'}
[0.362491] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/Box_24x15W/model.config\n'}
[0.362525] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2\n'}
[0.362561] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/model.sdf\n'}
[0.362603] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/model.config\n'}
[0.362640] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials\n'}
[0.362675] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures\n'}
[0.362710] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/hair_4.jpg\n'}
[0.362753] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/hair_3.jpg\n'}
[0.362792] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/skin_1.jpg\n'}
[0.362837] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/hair_2.jpg\n'}
[0.362880] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/hair_1.jpg\n'}
[0.362921] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/skin_2.jpg\n'}
[0.362958] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/skin_3.jpg\n'}
[0.362993] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/textures/skin_4.jpg\n'}
[0.363029] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/scripts\n'}
[0.363066] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/scripts/skin_2.material\n'}
[0.363109] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/materials/scripts/hair_2.material\n'}
[0.363151] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes\n'}
[0.363198] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/head_full.dae\n'}
[0.363244] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/pants.dae\n'}
[0.363282] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/eyebrows.dae\n'}
[0.363320] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/female.dae\n'}
[0.363356] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/pupils.dae\n'}
[0.363394] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/skin.dae\n'}
[0.363430] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/lips.dae\n'}
[0.363466] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/eyes_hair.dae\n'}
[0.363504] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/belt.dae\n'}
[0.363540] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/model.dae\n'}
[0.363576] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/hair.dae\n'}
[0.363611] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/botcanh/dev_ws/src/two_wheeled_robot/install/two_wheeled_robot/share/two_wheeled_robot/models/human_female_2/meshes/cloths.dae\n'}
